product_id,strategy_id,take_or_pay_fraction,mean_fill,p_meet,mean_annual_cost_usd,mean_cost_per_unit_usd,n_runs,note
norepinephrine_1mgml_4ml,S19,1.0,0.9971727186713097,0.95,17462290.611151006,18.577014278858822,20,"labelled contract scenario, not an optimization target: take_or_pay_fraction has no service channel (MD-24)"
sodium_bicarbonate_8_4_50ml,S11,0.0,0.9990193135083245,0.95,15782702.188806066,12.568712813320158,20,"labelled contract scenario, not an optimization target: take_or_pay_fraction has no service channel (MD-24)"
sodium_bicarbonate_8_4_50ml,S11,0.25,0.9990193135083245,0.95,15944702.188805968,12.69772620858863,20,"labelled contract scenario, not an optimization target: take_or_pay_fraction has no service channel (MD-24)"
sodium_bicarbonate_8_4_50ml,S11,0.5,0.9990193135083245,0.95,16106702.188805973,12.826739603857186,20,"labelled contract scenario, not an optimization target: take_or_pay_fraction has no service channel (MD-24)"
sodium_bicarbonate_8_4_50ml,S11,0.75,0.9990193135083245,0.95,16268702.18880612,12.955752999125853,20,"labelled contract scenario, not an optimization target: take_or_pay_fraction has no service channel (MD-24)"
sodium_bicarbonate_8_4_50ml,S11,1.0,0.9990193135083245,0.95,16430702.188806122,13.084766394394398,20,"labelled contract scenario, not an optimization target: take_or_pay_fraction has no service channel (MD-24)"
sodium_bicarbonate_8_4_50ml,S13,0.0,0.9949284147265564,0.9,19528336.599461816,15.617752688649995,20,"labelled contract scenario, not an optimization target: take_or_pay_fraction has no service channel (MD-24)"
sodium_bicarbonate_8_4_50ml,S13,0.25,0.9949284147265564,0.9,19630396.599461757,15.699378611408388,20,"labelled contract scenario, not an optimization target: take_or_pay_fraction has no service channel (MD-24)"
sodium_bicarbonate_8_4_50ml,S13,0.5,0.9949284147265564,0.9,19732456.59946182,15.781004534166883,20,"labelled contract scenario, not an optimization target: take_or_pay_fraction has no service channel (MD-24)"
sodium_bicarbonate_8_4_50ml,S13,0.75,0.9949284147265564,0.9,19834516.59946178,15.862630456925288,20,"labelled contract scenario, not an optimization target: take_or_pay_fraction has no service channel (MD-24)"
sodium_bicarbonate_8_4_50ml,S13,1.0,0.9949284147265564,0.9,19936576.59946186,15.944256379683798,20,"labelled contract scenario, not an optimization target: take_or_pay_fraction has no service channel (MD-24)"
sodium_bicarbonate_8_4_50ml,S16,0.0,0.998828315496508,0.95,16273962.348498087,12.962257205010868,20,"labelled contract scenario, not an optimization target: take_or_pay_fraction has no service channel (MD-24)"
sodium_bicarbonate_8_4_50ml,S16,0.25,0.998828315496508,0.95,16502167.186471576,13.144030819268522,20,"labelled contract scenario, not an optimization target: take_or_pay_fraction has no service channel (MD-24)"
sodium_bicarbonate_8_4_50ml,S16,0.5,0.998828315496508,0.95,16730372.024445087,13.325804433526198,20,"labelled contract scenario, not an optimization target: take_or_pay_fraction has no service channel (MD-24)"
sodium_bicarbonate_8_4_50ml,S16,0.75,0.998828315496508,0.95,16958576.862418693,13.507578047783948,20,"labelled contract scenario, not an optimization target: take_or_pay_fraction has no service channel (MD-24)"
sodium_bicarbonate_8_4_50ml,S16,1.0,0.998828315496508,0.95,17186781.700392228,13.689351662041645,20,"labelled contract scenario, not an optimization target: take_or_pay_fraction has no service channel (MD-24)"
sodium_bicarbonate_8_4_50ml,S17,0.0,0.9970640844531591,0.95,19233630.589588154,15.347526463885941,20,"labelled contract scenario, not an optimization target: take_or_pay_fraction has no service channel (MD-24)"
sodium_bicarbonate_8_4_50ml,S17,0.25,0.9970640844531591,0.95,19719630.58958877,15.735340793688357,20,"labelled contract scenario, not an optimization target: take_or_pay_fraction has no service channel (MD-24)"
sodium_bicarbonate_8_4_50ml,S17,0.5,0.9970640844531591,0.95,20205630.589587696,16.12315512348943,20,"labelled contract scenario, not an optimization target: take_or_pay_fraction has no service channel (MD-24)"
sodium_bicarbonate_8_4_50ml,S17,0.75,0.9970640844531591,0.95,20691630.589588426,16.51096945329194,20,"labelled contract scenario, not an optimization target: take_or_pay_fraction has no service channel (MD-24)"
sodium_bicarbonate_8_4_50ml,S17,1.0,0.9970640844531591,0.95,21177630.589587014,16.898783783092732,20,"labelled contract scenario, not an optimization target: take_or_pay_fraction has no service channel (MD-24)"
sodium_bicarbonate_8_4_50ml,S19,0.0,0.889428574819523,0.0,16357450.391145563,14.686157939682039,20,"labelled contract scenario, not an optimization target: take_or_pay_fraction has no service channel (MD-24)"
sodium_bicarbonate_8_4_50ml,S19,0.25,0.889428574819523,0.0,16697650.391145434,14.991701941584134,20,"labelled contract scenario, not an optimization target: take_or_pay_fraction has no service channel (MD-24)"
sodium_bicarbonate_8_4_50ml,S19,0.5,0.889428574819523,0.0,17037850.391145498,15.297245943486397,20,"labelled contract scenario, not an optimization target: take_or_pay_fraction has no service channel (MD-24)"
sodium_bicarbonate_8_4_50ml,S19,0.75,0.889428574819523,0.0,17378050.391145714,15.602789945388798,20,"labelled contract scenario, not an optimization target: take_or_pay_fraction has no service channel (MD-24)"
sodium_bicarbonate_8_4_50ml,S19,1.0,0.889428574819523,0.0,17718250.39114561,15.90833394729091,20,"labelled contract scenario, not an optimization target: take_or_pay_fraction has no service channel (MD-24)"
